"ID";"Distance_traveled1";"Hang1";"Unknown_behavior1";"Rest1";"Rear1";"Walk1";"Groom1";"Micro_move1";"Eat1";"Drink1";"Distance_traveled2";"Hang2";"Unknown_behavior2";"Rest2";"Rear2";"Walk2";"Groom2";"Micro_move2";"Eat2";"Drink2";"Distance_traveled3";"Hang3";"Unknown_behavior3";"Rest3";"Rear3";"Walk3";"Groom3";"Micro_move3";"Eat3";"Drink3"
"100";0.163397964913251;0.135733140452684;0.173722135831087;0.73301825727319;0.265016855452507;0.160575704075081;0.312743663495022;0.451844729707659;0.0431749662325827;0;0.158822814688263;0.0945942076629416;0.262090095599819;0.66015636109654;0.132317898785813;0.189365514348553;0.388227370192014;0.527509511506338;0.0441582701198769;0;0.168627270801813;0.120808477364709;0.222384692815726;0.68362908183096;0.216320913757996;0.180362551958835;0.358870847028063;0.499998011203357;0.0450090312706857;0
"101";0.794155615424846;0.495153579206248;0.13320266337205;0.133497356266457;0.253507980738702;0.341105856816847;0.424333803918274;0.590661641137608;0.0926019824262807;0.00725979175424932;0.1765396674879;0.164457826475935;0.0728707413376567;0.437654044272236;0.172139140618055;0.199806660845485;0.366744391813882;0.751277170913472;0.075187366881204;0.0110335457108349;0.503843809054562;0.372647181932263;0.109860788191049;0.297473041782413;0.221605048630876;0.285375022958796;0.405345936551725;0.676284765237741;0.0864385523040557;0.00952398653999316
"103";0.0408255694138245;0.0709945192506623;0.843905019187885;0.459619533796146;0.144794081230799;0.0416377616453653;0.0768364321030906;0.153480200774123;0.138584745971109;0;0.396078981311759;0.311668139184218;0.138075919741185;0.585037069875185;0.193529763332659;0.270485915474889;0.33404712570532;0.551345602595067;0.118357656002049;0;0.228613486139391;0.232523474870498;0.620822075743008;0.499685615200796;0.176066744785863;0.196690658304014;0.238480990963637;0.407428509833163;0.133476737736907;0
"104";0.210162195142607;0.169148416749511;0.264360111290016;0.440672583028307;0.203158143312887;0.198431191541886;0.266226520894073;0.742983823073479;0.0508912705921682;0;0.106510392763773;0.0995990068397992;0.157325815950858;0.548717044975581;0.129168716779827;0.141610985807823;0.43936801911667;0.654979475365566;0.0637718984707031;0;0.160267824350514;0.138943172870565;0.215745826543711;0.489417242875318;0.173722824596317;0.175325989641493;0.367824473663141;0.703054206417643;0.0576152448139183;0
"105";0.0245512432764942;0.00471077491886007;0.0436859304643396;0.901379226821143;0.105226347519763;0.0505082808100817;0.135354537057722;0.38955384196639;0;0;0.15092206052123;0.15223692873134;0.103929390503853;0.348985615810214;0.218486489879057;0.198067399017986;0.384745618096239;0.773828009667213;0.0914365370827592;0;0.0851187478984637;0.105262468855537;0.078374807329393;0.700750363676754;0.169030850459027;0.14317260600976;0.252145005374683;0.611046836264385;0.0646652447836167;0
"106";0.207567173630792;0.280211920597263;0.250866274431303;0.741550025210213;0.197525139092459;0.147081321844793;0.147357679533074;0.453181079343266;0.140848099431575;0;0.22404005326006;0.16576128926667;0.183972842379177;0.500903058121545;0.189297575710781;0.222706700502162;0.45291341319881;0.6215498685253;0.100114711772317;0.00378777017064908;0.205483512307699;0.227305729582343;0.217397103059584;0.646435966365898;0.190569805350757;0.184581564009277;0.328315991088623;0.538761730104908;0.118275845485309;0.00271662917859538
"107";0.597391138092877;0.347557345902639;0.350606105107552;0.553107473187435;0.233155602361279;0.262834221281668;0.357249729643296;0.386558715885847;0.119154828497796;0;0.272027232123664;0.384623138867303;0.241994739316291;0.676166650204327;0.271365817537224;0.173031037334575;0.287529758398076;0.376506374285479;0.034271819528449;0;0.449291222408668;0.37183034639455;0.30799993546914;0.604111781746164;0.256984117037994;0.226343733766943;0.32685538119357;0.384794630125584;0.0898105147509367;0
"108";0.255866228721664;0.219498011672979;0.236060280864669;0.755041615463687;0.295548729999682;0.160644785105697;0.181454034019268;0.41257509980322;0.081349004892084;0;0.116189819081007;0.170967735280391;0.0998196579039718;0.771533606458927;0.168024811782052;0.152836307120496;0.353444072450465;0.419988931650103;0.100699309730229;0;0.194737709428596;0.201559199257877;0.186990322151917;0.756249923290559;0.246920698803671;0.159917751650838;0.277693624115554;0.42139375545272;0.0932117338070152;0
"109";0.249242449371433;0.327755921924741;0.289758933603125;0.468084498080015;0.253444143633343;0.203117161067008;0.267988517203173;0.624948260234346;0.0669250643234794;0;0.0696013716077552;0.0580242204001845;0.411913684745433;0.699306891796774;0.109045684319187;0.106678022662436;0.383856441595748;0.403428631392115;0.0479019404931868;0;0.165752487870128;0.243502628882257;0.358305158517884;0.583792285526911;0.200467115671371;0.166986745564107;0.318938693923785;0.537070083718288;0.059921174744642;0
"110";NA;0.290343906275359;0.0637551952321836;0.531924862341542;0.224203526849351;0.21765785584236;0.485562239942592;0.536487437156302;0.0855646713966454;0.00912237650618882;NA;0.147127671510623;0.0479463301485384;0.756750590312751;0.162248921856751;0.167603687813193;0.360673327322864;0.46006204812243;0.0820708973017113;0.0200573889271438;NA;0.237821790381158;0.0579715147069053;0.635167545569886;0.200519226507098;0.199363414758773;0.435880192585712;0.508863722972285;0.0861734915549218;0.0159289467097979
"111";0.435680576936948;0.378658604595938;0.087128114520514;0.485812587320212;0.15240709923372;0.284964561849796;0.392295189616769;0.571534657812767;0.141061297116514;0.00288474880063139;0.183257886534354;0.209186689083591;0.0603248743866256;0.657511397673133;0.118178400755085;0.208073607767244;0.427364647782529;0.523672783588645;0.0697913127391051;0;0.310731005387199;0.303617143092585;0.0750712900730003;0.582231411247406;0.135892292783868;0.25035647778415;0.404623968992956;0.54823473142542;0.113278384035263;0.00209503545238697
"112";0.508089363861741;0.343364547884469;0.157309202191255;0.511419299579089;0.31987052324469;0.269910334578413;0.30161224977575;0.46448136985325;0.177546851853509;0.0109637320069813;0.219328815080483;0.223865240528083;0.0848883104965534;0.63316656814324;0.189659814249039;0.232959566364373;0.345478921193596;0.550471122230942;0.140109634151042;0.0141833063613129;0.373792847693512;0.292761679249369;0.127827721280834;0.57673960486131;0.2670528331898;0.254394334383727;0.319081404304126;0.506808821715403;0.161152745914606;0.0128293009554074
"114";0.432560881160926;0.410468646655887;0.132576446056347;0.502703739627575;0.266681111559679;0.242753497196122;0.337588193058226;0.438841193900282;0.171053680118892;0.0763959319912709;0.330869966520125;0.258100435078759;0.0978358194069733;0.633259500316663;0.221542621826216;0.264527080322812;0.359048650599086;0.503372780249268;0.133974509406255;0.0512311757700448;0.38450728940536;0.343154571743609;0.118498840955883;0.563621447200488;0.249186328304216;0.256072893428833;0.346883835060047;0.475300546900715;0.155692002906978;0.0666555544247985
"115";0.585693902896017;0.279579301592964;0.217840447554932;0.381275809769655;0.364646640843764;0.298674828516038;0.293594743539768;0.494262962520216;0.181497341602455;0.0225716101704113;0.188087871167453;0.219037369362286;0.0696729073719786;0.566445029746969;0.222535217324789;0.213398437569011;0.484320878784757;0.501796860576061;0.150714156683972;0.054999892857564;0.392433273526578;0.253111150099109;0.163445372021803;0.486601087295625;0.304069466366128;0.259973207615636;0.396155127339202;0.493446698871513;0.164990351905449;0.0404443303794762
"116";0.282530696907283;0.378354467153404;0.0999861296920442;0.377172241597245;0.431058430022313;0.232265566720953;0.362558841785584;0.537940107458596;0.165148891394252;0.0692139338004472;0.202345988218563;0.180394558977073;0.104829175061326;0.612256551938002;0.252502793045622;0.233322546987237;0.409163081516044;0.518838866910855;0.103730510697133;0.0538301938709173;0.249047447351257;0.299000037086532;0.103745300515105;0.490972311260163;0.358292487490993;0.236458936060566;0.39126013092853;0.535103277967512;0.136261968763585;0.0625409531554844
"117";0.242132460840896;0.241667422243038;0.145498012532919;0.48003505817904;0.165863993575378;0.216505675001649;0.380723695071905;0.447602122104652;0.109919484991608;0;0.358117700547355;0.288103064962561;0.262923560769838;0.355244629615517;0.176840469261091;0.287096669911213;0.37477119577998;0.610767658652949;0.0891401818279261;0.00884011361873888;0.293907195717088;0.256940025388779;0.202853628293595;0.425467218323167;0.169218005182928;0.252819024789667;0.37879691675842;0.53428004123786;0.0953345479562207;0.00630822168108881
"118";0.47305105346928;0.26500115331145;0.397032448060765;0.263706992059385;0.364295276347541;0.26766743837161;0.357544665337181;0.594805680141201;0.117364336189023;0.0508912704094196;0.282365142402436;0.260483466626207;0.0923781285885592;0.618683885101533;0.234602930537847;0.26763071176353;0.357550001777401;0.496537133051971;0.191832255591273;0.0323009690131635;0.387765954038768;0.264558416579011;0.293819909260397;0.464477265825654;0.311319249103918;0.269979109517585;0.356692687423522;0.550651334065621;0.15951443084407;0.0425887891480679
"119";0.124999239895462;0.188023272441348;0.165221660289472;0.481227818165485;0.135814863333691;0.158719444390478;0.451120760545944;0.662559235448256;0.12572121873621;0.0579029424120866;0.143184032461049;0.217330689172388;0.0575953170997431;0.645409071275657;0.150219710899957;0.180440878282721;0.39271436456588;0.546958998608875;0.145703833355892;0.0461072789304264;0.13775392085311;0.206072338914739;0.128439065469594;0.558672139644961;0.145377074774158;0.171921202333546;0.431032538427748;0.608206139473344;0.138546215872468;0.0538078183529371
"120";0.271719574916335;0.241525815349202;0.469135205528762;0.276900819468256;0.244916885825858;0.205087846441962;0.373874022673788;0.630489755960477;0.0577910535861422;0.043865468063117;0.189948222151708;0.265569909328785;0.0872682877414891;0.586345591836547;0.177567618404078;0.208328043240863;0.449420590253935;0.541408307097217;0.0795822426629278;0.0275129870829398;0.234557689864337;0.257104261069807;0.343135216998408;0.445304968311997;0.216465107228183;0.207218761236558;0.415044165898058;0.590990694215619;0.070362690618962;0.0371545611438468
"121";0.130785782989076;0.179831430079193;0.0810757535210425;0.662592031968279;0.159248697486734;0.180700842205861;0.344841116406878;0.458486520496056;0.156794048196939;0.0223658481669739;0.0932619700537758;0.08387814156032;0.0534317053879436;0.710065548567431;0.149658591736621;0.191344890117857;0.356754502745506;0.448367726946754;0.118678279520711;0.0161048439550615;0.116207613577155;0.14318421010588;0.0700900603296644;0.675956384870239;0.157156244067432;0.189635714700519;0.354072318631096;0.459207334146969;0.142011981896289;0.0199533083947615
